layerId nodeId binId sigmaInterval_lb sigmaInterval_ub sigmaFreq
1 80 0 -0.0012399471 0.0890135621 32
1 80 1 0.0890135621 0.1792670713 444
1 80 2 0.1792670713 0.2695205805 1282
1 80 3 0.2695205805 0.3597740897 1473
1 80 4 0.3597740897 0.4500275989 628
1 80 5 0.4500275989 0.5402811081 168
1 80 6 0.5402811081 0.6305346173 3
1 81 0 -0.0675958782 -0.0502649665 149
1 81 1 -0.0502649665 -0.0329340548 650
1 81 2 -0.0329340548 -0.0156031431 1593
1 81 3 -0.0156031431 0.0017277686 1440
1 81 4 0.0017277686 0.0190586803 89
1 81 5 0.0190586803 0.0363895920 55
1 81 6 0.0363895920 0.0537205037 38
1 81 7 0.0537205037 0.0710514154 12
1 81 8 0.0710514154 0.0883823271 1
1 81 9 0.0883823271 0.1057132388 3
1 82 0 -0.0347142186 -0.0145334138 274
1 82 1 -0.0145334138 0.0056473910 2856
1 82 2 0.0056473910 0.0258281958 381
1 82 3 0.0258281958 0.0460090006 322
1 82 4 0.0460090006 0.0661898054 119
1 82 5 0.0661898054 0.0863706102 60
1 82 6 0.0863706102 0.1065514150 15
1 82 7 0.1065514150 0.1267322198 1
1 82 8 0.1267322198 0.1469130246 2
1 83 0 -0.0173661257 0.0939251889 1230
1 83 1 0.0939251889 0.2052165035 1618
1 83 2 0.2052165035 0.3165078181 762
1 83 3 0.3165078181 0.4277991327 335
1 83 4 0.4277991327 0.5390904473 79
1 83 5 0.5390904473 0.6503817619 6
1 84 0 -0.1046151793 -0.0859433209 20
1 84 1 -0.0859433209 -0.0672714625 113
1 84 2 -0.0672714625 -0.0485996041 461
1 84 3 -0.0485996041 -0.0299277457 1164
1 84 4 -0.0299277457 -0.0112558873 1597
1 84 5 -0.0112558873 0.0074159711 623
1 84 6 0.0074159711 0.0260878295 43
1 84 7 0.0260878295 0.0447596879 5
1 84 8 0.0447596879 0.0634315463 4
1 85 0 -0.0288243069 0.0379798960 1670
1 85 1 0.0379798960 0.1047840989 1329
1 85 2 0.1047840989 0.1715883018 719
1 85 3 0.1715883018 0.2383925047 250
1 85 4 0.2383925047 0.3051967076 56
1 85 5 0.3051967076 0.3720009105 6
1 86 0 -0.0243837732 0.0276370955 1412
1 86 1 0.0276370955 0.0796579642 1180
1 86 2 0.0796579642 0.1316788329 1096
1 86 3 0.1316788329 0.1836997016 295
1 86 4 0.1836997016 0.2357205703 44
1 86 5 0.2357205703 0.2877414390 3
1 87 0 -0.0476152298 -0.0215719837 731
1 87 1 -0.0215719837 0.0044712624 2506
1 87 2 0.0044712624 0.0305145085 349
1 87 3 0.0305145085 0.0565577546 264
1 87 4 0.0565577546 0.0826010007 114
1 87 5 0.0826010007 0.1086442468 48
1 87 6 0.1086442468 0.1346874929 16
1 87 7 0.1346874929 0.1607307390 2
1 88 0 -0.0072364419 0.0632009596 508
1 88 1 0.0632009596 0.1336383611 1513
1 88 2 0.1336383611 0.2040757626 1229
1 88 3 0.2040757626 0.2745131641 633
1 88 4 0.2745131641 0.3449505656 137
1 88 5 0.3449505656 0.4153879671 10
1 89 0 -0.0853882248 -0.0569236233 109
1 89 1 -0.0569236233 -0.0284590218 840
1 89 2 -0.0284590218 0.0000055797 2246
1 89 3 0.0000055797 0.0284701812 457
1 89 4 0.0284701812 0.0569347827 249
1 89 5 0.0569347827 0.0853993842 102
1 89 6 0.0853993842 0.1138639857 19
1 89 7 0.1138639857 0.1423285872 8
1 90 0 -0.0609475720 -0.0266099834 464
1 90 1 -0.0266099834 0.0077276052 2316
1 90 2 0.0077276052 0.0420651938 620
1 90 3 0.0420651938 0.0764027824 435
1 90 4 0.0764027824 0.1107403710 145
1 90 5 0.1107403710 0.1450779596 44
1 90 6 0.1450779596 0.1794155482 5
1 90 7 0.1794155482 0.2137531368 1
1 91 0 -0.0833752602 -0.0619659864 71
1 91 1 -0.0619659864 -0.0405567126 461
1 91 2 -0.0405567126 -0.0191474388 1428
1 91 3 -0.0191474388 0.0022618350 1746
1 91 4 0.0022618350 0.0236711088 138
1 91 5 0.0236711088 0.0450803826 136
1 91 6 0.0450803826 0.0664896564 35
1 91 7 0.0664896564 0.0878989302 14
1 91 9 0.1093082040 0.1307174778 1
1 92 0 -0.0072129621 0.0549816569 118
1 92 1 0.0549816569 0.1171762759 792
1 92 2 0.1171762759 0.1793708949 1584
1 92 3 0.1793708949 0.2415655139 999
1 92 4 0.2415655139 0.3037601329 458
1 92 5 0.3037601329 0.3659547519 75
1 92 6 0.3659547519 0.4281493709 4
1 93 0 -0.0161118901 0.0955097301 1192
1 93 1 0.0955097301 0.2071313503 1447
1 93 2 0.2071313503 0.3187529705 933
1 93 3 0.3187529705 0.4303745907 375
1 93 4 0.4303745907 0.5419962109 80
1 93 5 0.5419962109 0.6536178311 3
1 94 0 -0.0209407272 0.0572969819 964
1 94 1 0.0572969819 0.1355346910 1687
1 94 2 0.1355346910 0.2137724001 905
1 94 3 0.2137724001 0.2920101092 365
1 94 4 0.2920101092 0.3702478183 105
1 94 5 0.3702478183 0.4484855274 4
1 95 0 -0.1113675095 -0.0868021255 20
1 95 1 -0.0868021255 -0.0622367415 188
1 95 2 -0.0622367415 -0.0376713575 842
1 95 3 -0.0376713575 -0.0131059735 1807
1 95 4 -0.0131059735 0.0114594105 950
1 95 5 0.0114594105 0.0360247945 118
1 95 6 0.0360247945 0.0605901785 68
1 95 7 0.0605901785 0.0851555625 32
1 95 8 0.0851555625 0.1097209465 4
1 95 9 0.1097209465 0.1342863305 1
1 96 0 -0.0047384985 0.0747973595 388
1 96 1 0.0747973595 0.1543332175 1094
1 96 2 0.1543332175 0.2338690755 1544
1 96 3 0.2338690755 0.3134049335 769
1 96 4 0.3134049335 0.3929407915 217
1 96 5 0.3929407915 0.4724766495 18
1 97 0 -0.0204597459 0.0676083392 936
1 97 1 0.0676083392 0.1556764243 1602
1 97 2 0.1556764243 0.2437445094 983
1 97 3 0.2437445094 0.3318125945 393
1 97 4 0.3318125945 0.4198806796 115
1 97 5 0.4198806796 0.5079487647 1
1 98 0 -0.0327095348 0.0309103974 1876
1 98 1 0.0309103974 0.0945303296 1130
1 98 2 0.0945303296 0.1581502618 700
1 98 3 0.1581502618 0.2217701940 273
1 98 4 0.2217701940 0.2853901262 50
1 98 5 0.2853901262 0.3490100584 1
1 99 0 -0.0782243898 -0.0501809866 88
1 99 1 -0.0501809866 -0.0221375834 861
1 99 2 -0.0221375834 0.0059058198 2105
1 99 3 0.0059058198 0.0339492230 562
1 99 4 0.0339492230 0.0619926262 303
1 99 5 0.0619926262 0.0900360294 67
1 99 6 0.0900360294 0.1180794326 40
1 99 7 0.1180794326 0.1461228358 3
1 99 8 0.1461228358 0.1741662390 1
1 100 0 -0.0382659229 0.0347304910 585
1 100 1 0.0347304910 0.1077269049 1269
1 100 2 0.1077269049 0.1807233188 1375
1 100 3 0.1807233188 0.2537197327 639
1 100 4 0.2537197327 0.3267161466 147
1 100 5 0.3267161466 0.3997125605 15
1 101 0 -0.0197515341 0.0849135550 1756
1 101 1 0.0849135550 0.1895786441 1284
1 101 2 0.1895786441 0.2942437332 726
1 101 3 0.2942437332 0.3989088223 195
1 101 4 0.3989088223 0.5035739114 64
1 101 5 0.5035739114 0.6082390005 5
1 102 0 -0.0207179364 0.0663829669 1445
1 102 1 0.0663829669 0.1534838702 1446
1 102 2 0.1534838702 0.2405847735 792
1 102 3 0.2405847735 0.3276856768 257
1 102 4 0.3276856768 0.4147865801 85
1 102 5 0.4147865801 0.5018874834 5
1 103 0 -0.1008495538 -0.0790025218 75
1 103 1 -0.0790025218 -0.0571554898 317
1 103 2 -0.0571554898 -0.0353084578 1083
1 103 3 -0.0353084578 -0.0134614258 1626
1 103 4 -0.0134614258 0.0083856062 808
1 103 5 0.0083856062 0.0302326382 87
1 103 6 0.0302326382 0.0520796702 26
1 103 7 0.0520796702 0.0739267022 3
1 103 8 0.0739267022 0.0957737342 4
1 103 10 0.1176207662 0.1394677982 1
1 104 0 -0.0885365608 -0.0653016610 51
1 104 1 -0.0653016610 -0.0420667612 374
1 104 2 -0.0420667612 -0.0188318614 1442
1 104 3 -0.0188318614 0.0044030384 1725
1 104 4 0.0044030384 0.0276379382 249
1 104 5 0.0276379382 0.0508728380 115
1 104 6 0.0508728380 0.0741077378 42
1 104 7 0.0741077378 0.0973426376 32
1 105 0 -0.1143428598 -0.0937283456 40
1 105 1 -0.0937283456 -0.0731138314 229
1 105 2 -0.0731138314 -0.0524993172 813
1 105 3 -0.0524993172 -0.0318848030 1524
1 105 4 -0.0318848030 -0.0112702888 1197
1 105 5 -0.0112702888 0.0093442254 218
1 105 6 0.0093442254 0.0299587396 9
1 106 0 -0.0088008098 0.0850808729 1105
1 106 1 0.0850808729 0.1789625556 1510
1 106 2 0.1789625556 0.2728442383 944
1 106 3 0.2728442383 0.3667259210 369
1 106 4 0.3667259210 0.4606076037 99
1 106 5 0.4606076037 0.5544892864 3
1 107 0 -0.0273408777 0.0269749381 985
1 107 1 0.0269749381 0.0812907539 1106
1 107 2 0.0812907539 0.1356065697 1422
1 107 3 0.1356065697 0.1899223855 470
1 107 4 0.1899223855 0.2442382013 45
1 107 5 0.2442382013 0.2985540171 2
1 108 0 -0.1318083929 -0.1108798930 18
1 108 1 -0.1108798930 -0.0899513931 114
1 108 2 -0.0899513931 -0.0690228932 465
1 108 3 -0.0690228932 -0.0480943933 921
1 108 4 -0.0480943933 -0.0271658934 1812
1 108 5 -0.0271658934 -0.0062373935 687
1 108 6 -0.0062373935 0.0146911064 13
1 109 0 -0.0726890511 -0.0499747414 118
1 109 1 -0.0499747414 -0.0272604317 865
1 109 2 -0.0272604317 -0.0045461220 2167
1 109 3 -0.0045461220 0.0181681877 495
1 109 4 0.0181681877 0.0408824974 260
1 109 5 0.0408824974 0.0635968071 89
1 109 6 0.0635968071 0.0863111168 26
1 109 7 0.0863111168 0.1090254265 7
1 109 8 0.1090254265 0.1317397362 2
1 109 9 0.1317397362 0.1544540459 1
1 110 0 -0.1061015550 -0.0879094398 23
1 110 1 -0.0879094398 -0.0697173246 143
1 110 2 -0.0697173246 -0.0515252094 565
1 110 3 -0.0515252094 -0.0333330942 1117
1 110 4 -0.0333330942 -0.0151409790 1643
1 110 5 -0.0151409790 0.0030511362 521
1 110 6 0.0030511362 0.0212432514 12
1 110 7 0.0212432514 0.0394353666 6
1 111 0 -0.0223516840 0.0334567150 582
1 111 1 0.0334567150 0.0892651140 1221
1 111 2 0.0892651140 0.1450735130 1529
1 111 3 0.1450735130 0.2008819120 546
1 111 4 0.2008819120 0.2566903110 137
1 111 5 0.2566903110 0.3124987100 14
1 111 6 0.3124987100 0.3683071090 1
1 112 0 -0.1158408588 -0.0941459825 30
1 112 1 -0.0941459825 -0.0724511062 219
1 112 2 -0.0724511062 -0.0507562299 687
1 112 3 -0.0507562299 -0.0290613536 1446
1 112 4 -0.0290613536 -0.0073664773 1383
1 112 5 -0.0073664773 0.0143283990 240
1 112 6 0.0143283990 0.0360232753 21
1 112 7 0.0360232753 0.0577181516 4
1 113 0 -0.0737309979 -0.0561610969 85
1 113 1 -0.0561610969 -0.0385911959 602
1 113 2 -0.0385911959 -0.0210212949 1527
1 113 3 -0.0210212949 -0.0034513939 1473
1 113 4 -0.0034513939 0.0141185071 252
1 113 5 0.0141185071 0.0316884081 49
1 113 6 0.0316884081 0.0492583091 19
1 113 7 0.0492583091 0.0668282101 11
1 113 8 0.0668282101 0.0843981111 7
1 113 9 0.0843981111 0.1019680121 3
1 113 10 0.1019680121 0.1195379131 1
1 113 11 0.1195379131 0.1371078141 1
1 114 0 -0.0098654570 0.0779371812 730
1 114 1 0.0779371812 0.1657398194 1687
1 114 2 0.1657398194 0.2535424576 1092
1 114 3 0.2535424576 0.3413450958 382
1 114 4 0.3413450958 0.4291477340 111
1 114 5 0.4291477340 0.5169503722 26
1 114 6 0.5169503722 0.6047530104 2
1 115 0 -0.0061151528 0.0832381082 647
1 115 1 0.0832381082 0.1725913692 1568
1 115 2 0.1725913692 0.2619446302 1093
1 115 3 0.2619446302 0.3512978912 579
1 115 4 0.3512978912 0.4406511522 131
1 115 5 0.4406511522 0.5300044132 11
1 115 6 0.5300044132 0.6193576742 1
1 116 0 0.0023842393 0.0758767589 51
1 116 1 0.0758767589 0.1493692785 644
1 116 2 0.1493692785 0.2228617981 1694
1 116 3 0.2228617981 0.2963543177 1073
1 116 4 0.2963543177 0.3698468373 432
1 116 5 0.3698468373 0.4433393569 125
1 116 6 0.4433393569 0.5168318765 11
1 117 0 -0.0330473698 0.0329320292 1752
1 117 1 0.0329320292 0.0989114282 1166
1 117 2 0.0989114282 0.1648908272 752
1 117 3 0.1648908272 0.2308702262 306
1 117 4 0.2308702262 0.2968496252 53
1 117 5 0.2968496252 0.3628290242 1
1 118 0 -0.0898308985 -0.0742145638 22
1 118 1 -0.0742145638 -0.0585982291 67
1 118 2 -0.0585982291 -0.0429818944 245
1 118 3 -0.0429818944 -0.0273655597 809
1 118 4 -0.0273655597 -0.0117492250 1565
1 118 5 -0.0117492250 0.0038671097 1230
1 118 6 0.0038671097 0.0194834444 60
1 118 7 0.0194834444 0.0350997791 22
1 118 8 0.0350997791 0.0507161138 7
1 118 9 0.0507161138 0.0663324485 2
1 118 10 0.0663324485 0.0819487832 1
1 119 0 -0.1305448974 -0.1067143749 7
1 119 1 -0.1067143749 -0.0828838524 104
1 119 2 -0.0828838524 -0.0590533299 392
1 119 3 -0.0590533299 -0.0352228074 1097
1 119 4 -0.0352228074 -0.0113922849 1742
1 119 5 -0.0113922849 0.0124382376 602
1 119 6 0.0124382376 0.0362687601 53
1 119 7 0.0362687601 0.0600992826 32
1 119 8 0.0600992826 0.0839298051 1
1 120 0 -0.0095783801 0.0511777115 573
1 120 1 0.0511777115 0.1119338031 1447
1 120 2 0.1119338031 0.1726898947 1356
1 120 3 0.1726898947 0.2334459863 520
1 120 4 0.2334459863 0.2942020779 124
1 120 5 0.2942020779 0.3549581695 10
1 121 0 -0.0707967630 -0.0537538524 72
1 121 1 -0.0537538524 -0.0367109418 554
1 121 2 -0.0367109418 -0.0196680312 1404
1 121 3 -0.0196680312 -0.0026251206 1625
1 121 4 -0.0026251206 0.0144177900 262
1 121 5 0.0144177900 0.0314607006 72
1 121 6 0.0314607006 0.0485036112 23
1 121 7 0.0485036112 0.0655465218 12
1 121 8 0.0655465218 0.0825894324 3
1 121 9 0.0825894324 0.0996323430 3
1 122 0 -0.0133592431 0.0525280904 1199
1 122 1 0.0525280904 0.1184154239 1550
1 122 2 0.1184154239 0.1843027574 885
1 122 3 0.1843027574 0.2501900909 315
1 122 4 0.2501900909 0.3160774244 74
1 122 5 0.3160774244 0.3819647579 7
1 123 0 -0.0882217267 -0.0555302272 101
1 123 1 -0.0555302272 -0.0228387277 1017
1 123 2 -0.0228387277 0.0098527718 2087
1 123 3 0.0098527718 0.0425442713 434
1 123 4 0.0425442713 0.0752357708 252
1 123 5 0.0752357708 0.1079272703 117
1 123 6 0.1079272703 0.1406187698 18
1 123 7 0.1406187698 0.1733102693 4
1 124 0 -0.0207877637 0.0620243531 596
1 124 1 0.0620243531 0.1448364699 1298
1 124 2 0.1448364699 0.2276485867 1326
1 124 3 0.2276485867 0.3104607035 671
1 124 4 0.3104607035 0.3932728203 133
1 124 5 0.3932728203 0.4760849371 6
1 125 0 -0.1126034428 -0.0879780331 41
1 125 1 -0.0879780331 -0.0633526234 230
1 125 2 -0.0633526234 -0.0387272137 789
1 125 3 -0.0387272137 -0.0141018040 1568
1 125 4 -0.0141018040 0.0105236057 1177
1 125 5 0.0105236057 0.0351490154 162
1 125 6 0.0351490154 0.0597744251 53
1 125 7 0.0597744251 0.0843998348 7
1 125 8 0.0843998348 0.1090252445 2
1 125 9 0.1090252445 0.1336506542 1
1 126 0 -0.0223646242 0.0718134723 376
1 126 1 0.0718134723 0.1659915688 1490
1 126 2 0.1659915688 0.2601696653 1271
1 126 3 0.2601696653 0.3543477618 678
1 126 4 0.3543477618 0.4485258583 206
1 126 5 0.4485258583 0.5427039548 9
1 127 0 -0.0895559187 -0.0687509773 104
1 127 1 -0.0687509773 -0.0479460359 567
1 127 2 -0.0479460359 -0.0271410945 1208
1 127 3 -0.0271410945 -0.0063361531 1656
1 127 4 -0.0063361531 0.0144687883 396
1 127 5 0.0144687883 0.0352737297 66
1 127 6 0.0352737297 0.0560786711 24
1 127 7 0.0560786711 0.0768836125 9
